gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160191	76936.5819947513	3.072368749920667	0.15519278989324023	19.797110110812504	3.1526897088729495e-87	7.219659433319054e-85
ENSG00000154734	22866.086241932444	3.442480028780815	0.17934708600466234	19.19451330640144	4.113174916653059e-82	4.709585279567752e-80
ENSG00000154723	7343.9857717851455	2.582703337133576	0.16384542763363735	15.763047980249825	5.587208093959505e-56	4.2649021783890884e-54
ENSG00000180509	30229.86665434458	2.944090183013552	0.19997827304799648	14.722050241462709	4.653354504660594e-49	2.6640454539181903e-47
ENSG00000183145	9994.447912657393	2.891379846127518	0.24880562421489136	11.621038934514829	3.221941044874872e-31	1.4756489985526912e-29
ENSG00000276289	11797.143317596247	2.8603602422133743	0.4650127320110892	6.15114392641009	7.692606931234855e-10	2.936011645421303e-8
ENSG00000277277	724.4981994227102	0.9285672212322883	0.26388960419541935	3.5187715107740747	4.335499301525296e-4	0.014183276286418469
ENSG00000185437	2257.0146865276365	0.5164761608544006	0.19114449404095157	2.702019555654837	0.006891970868379532	0.1972826661073641
ENSG00000160188	1876.162277510683	-0.5371052435451499	0.21914907521007024	-2.450867032088982	0.014251258739284026	0.3466519354002693
ENSG00000154719	1373.4253067240065	-0.5882854194410863	0.2421855244521588	-2.4290692879842033	0.01513763910044844	0.3466519354002693
ENSG00000157557	3474.1702486143527	-0.49044810564077745	0.21012106448306997	-2.3341215543874907	0.01958935796155397	0.38127872436295135
ENSG00000160207	885.4180600862823	0.6335579042054396	0.2743694198592205	2.309141829765575	0.02093571223539487	0.38127872436295135
ENSG00000177692	2181.321826426264	0.45982105897955805	0.20022282343185824	2.2965466728424633	0.02164464374112824	0.38127872436295135
ENSG00000205929	1354.5975188929876	0.47332432131734087	0.23697998098148707	1.997317745393511	0.04579067685090225	0.7057422688233713
ENSG00000186930	103.42250719201583	-1.1259761464626123	0.5648779706427186	-1.9933086524536898	0.04622765952991515	0.7057422688233713
ENSG00000184012	5524.255004900742	-0.3959004131349588	0.20905789937947752	-1.893735727327522	0.05826009657643883	0.8047311769806843
ENSG00000183036	968.6183203968619	-0.5296689757502082	0.2813334868336587	-1.8827086022055397	0.05973986903350058	0.8047311769806843
ENSG00000141959	16449.05517843422	2.0030760408256776	1.0987861273789314	1.8229899258046325	0.06830491670992027	0.8656076719489904
ENSG00000166265	1222.5571789823412	0.5314324089910515	0.3012893916705777	1.7638603405330193	0.07775549542553867	0.8656076719489904
ENSG00000187175	207.7192836462715	0.7791328513518642	0.4424163902001754	1.7610849611591881	0.07822402401771386	0.8656076719489904
ENSG00000159128	2810.1097893477363	0.3467317092793027	0.19764659694476217	1.754301438219078	0.07937886948003842	0.8656076719489904
ENSG00000244624	102.07144118610411	0.9882819477401967	0.5752354830403831	1.7180476115914718	0.08578793127797672	0.8929743755753031
ENSG00000274391	3083.21452782289	0.2884236519224037	0.17277975219727576	1.669313957535305	0.095055175527161	0.8951925718659427
ENSG00000154721	3847.645351534753	-0.3238213551042986	0.19661143848116397	-1.6470117792018584	0.09955562471475853	0.8951925718659427
ENSG00000197683	369.2716809147938	-0.6840976273337542	0.42183624417169235	-1.621713726085894	0.10486465843714124	0.8951925718659427
ENSG00000184221	1250.31977750925	-0.45999024689417645	0.2848775858096679	-1.6146944154515008	0.1063768875196409	0.8951925718659427
ENSG00000154727	3764.9028590120765	0.2744788216753018	0.1700592706487746	1.6140185749836957	0.10652339731443985	0.8951925718659427
ENSG00000142173	5506.462645549438	-0.3123427668412441	0.1956064375145825	-1.5967918582329832	0.11031211141441892	0.8951925718659427
ENSG00000212938	216.08861979113348	-0.7131529866422764	0.4504367490432603	-1.58324778819009	0.11336499818389668	0.8951925718659427
ENSG00000156239	3663.723219291217	-0.3652302201933819	0.2383402482912393	-1.5323900298496365	0.12542621630345976	0.9574201177830762
ENSG00000160182	178.72468363009048	-0.6949252070561832	0.4751662365066818	-1.4624886064403928	0.14360736428562848	0.957907588389056
ENSG00000186925	146.40321360352286	0.6786490033728232	0.4725401122670046	1.4361722650739934	0.15095332895952676	0.957907588389056
ENSG00000154654	5151.912237917646	0.3272489449447541	0.22896893622551517	1.4292285684659047	0.152938549090289	0.957907588389056
ENSG00000166351	1223.7698053646386	0.347926178721048	0.2497988181645629	1.392825559694364	0.16367254724679095	0.957907588389056
ENSG00000159200	9649.698759101315	-0.233962976563064	0.176109045929343	-1.3285119757955686	0.1840090299505742	0.957907588389056
ENSG00000182591	328.5143870508888	-0.5006097165059308	0.3770776710274918	-1.3276037139558778	0.18430905697759659	0.957907588389056
ENSG00000159263	4523.487026626275	-0.2535218772401781	0.19150140885941333	-1.3238642929582611	0.18554811886484399	0.957907588389056
ENSG00000154640	1588.980959998223	-0.24420784232871065	0.18792471882937065	-1.299498245094852	0.1937729953259294	0.957907588389056
ENSG00000160181	720.3137474007783	0.33900805621654867	0.2626794271918932	1.2905771108176496	0.19685035720972385	0.957907588389056
ENSG00000232263	142.43860424069842	-0.6703637166706536	0.5255134927498544	-1.275635594364745	0.20208436546374647	0.957907588389056
ENSG00000206104	85.52830644219276	0.7913836113050615	0.624355581930074	1.267520679255646	0.20496917419747343	0.957907588389056
ENSG00000183527	1893.4604233338862	0.24107242196181464	0.19101320152976592	1.2620720454457588	0.20692286317790723	0.957907588389056
ENSG00000157617	9315.525550804936	-0.2477591989765636	0.19771480961099244	-1.2531140154044829	0.21016421612218303	0.957907588389056
ENSG00000160179	8719.297845758243	0.20591117275335286	0.16437450698608833	1.2526953025068537	0.21031661618963307	0.957907588389056
ENSG00000186980	69.82764339435847	-0.8692340380963105	0.6976886311851511	-1.2458767410610636	0.21280965025625706	0.957907588389056
ENSG00000183255	3872.4155822644602	-0.21483498060073852	0.1730626753959996	-1.2413709663805679	0.2144687394965725	0.957907588389056
ENSG00000221859	310.993251836729	0.5524414925909495	0.4450308827932195	1.2413554068957449	0.21447448482901438	0.957907588389056
ENSG00000157538	7108.627647077274	0.2174602321770086	0.1756531638544156	1.238009196106729	0.21571265100094578	0.957907588389056
ENSG00000183570	7225.494908063399	-0.19063318059178508	0.15798622164904053	-1.2066443427912867	0.22756914194708297	0.957907588389056
ENSG00000275895	7277.898032044877	0.21661054364621896	0.17984812506313672	1.2044081280812717	0.22843187200181475	0.957907588389056
ENSG00000159197	257.15445457404826	0.5180841100010098	0.431316192065458	1.2011700917603938	0.22968522842748101	0.957907588389056
ENSG00000186967	111.33987045703688	-0.6688502232759171	0.5572281586082662	-1.2003166260413658	0.23001639507981678	0.957907588389056
ENSG00000154736	3219.134091776492	0.6849675986989775	0.5712450595290275	1.1990783767367905	0.23049747116451788	0.957907588389056
ENSG00000142197	3518.582680871329	-0.2283917371953833	0.1906588172214114	-1.1979080774961108	0.23095280480266459	0.957907588389056
